,DataID,Gender,Race,Age,Father's Birthplace,Occupation,Can Read,Can Write,Attended School,continent,industry
43284,31776_4449715-00684,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
43285,31776_4449715-00684,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
43287,31776_4449715-00684,Male,Chinese,37.0,China,Cook,Yes,Yes,,Aisa,workers
43288,31776_4449715-00684,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant
43289,31776_4449715-00684,Male,Chinese,38.0,China,Cook,Yes,Yes,,Aisa,workers
43290,31776_4449715-00683,Male,Chinese,50.0,China,Waiter,Yes,Yes,,Aisa,servant
43291,31776_4449715-00683,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant
43292,31776_4449715-00683,Male,Chinese,45.0,China,Waiter,Yes,Yes,,Aisa,servant
43293,31776_4449715-00683,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
43294,31776_4449715-00683,Male,Chinese,30.0,China,Cook,Yes,Yes,,Aisa,workers
43296,31776_4449715-00683,Male,Chinese,62.0,China,Salesman,Yes,Yes,,Aisa,servant
43297,31776_4449715-00683,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
43298,31776_4449715-00683,Male,Chinese,29.0,China,Waiter,Yes,Yes,,Aisa,servant
43299,31776_4449715-00683,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
43301,31776_4449715-00683,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
43302,31776_4449715-00683,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
43304,31776_4449715-00683,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
43305,31776_4449715-00683,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
43306,31776_4449715-00683,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
43307,31776_4449715-00683,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant
43308,31776_4449715-00683,Male,Chinese,57.0,China,Salesman,Yes,Yes,,Aisa,servant
43309,31776_4449715-00684,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
43310,31776_4449715-00684,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant
43311,31776_4449715-00684,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
43313,31776_4449715-00684,Male,Chinese,19.0,China,Salesman,Yes,Yes,No,Aisa,servant
43314,31776_4449715-00684,Female,Chinese,16.0,China,Salesman,Yes,Yes,No,Aisa,servant
43315,31776_4449715-00684,Male,Chinese,24.0,China,Salesman,Yes,Yes,,Aisa,servant
43316,31776_4449715-00684,Male,Chinese,26.0,China,Salesman,Yes,Yes,,Aisa,servant
43318,31776_4449715-00684,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers
43320,31776_4449715-00684,Male,Chinese,39.0,China,Cook,Yes,Yes,,Aisa,workers
43321,31776_4449715-00684,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
43322,31776_4449715-00684,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
43328,31776_4449715-00684,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
43329,31776_4449715-00684,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
43330,31776_4449715-00684,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant
43331,31776_4449715-00684,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant
43333,31776_4449715-00684,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant
43334,31776_4449715-00684,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
43335,31776_4449715-00684,Male,Chinese,45.0,China,Salesman,Yes,Yes,,Aisa,servant
43336,31776_4449715-00684,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
43337,31776_4449715-00684,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
43338,31776_4449715-00684,Male,Chinese,44.0,China,Salesman,Yes,Yes,,Aisa,servant
43339,31776_4449715-00684,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant
43340,31776_4449715-00684,Male,Chinese,40.0,China,Cook,Yes,Yes,,Aisa,workers
43348,31776_4449715-00684,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
43349,31776_4449715-00683,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
43352,31776_4449715-00683,Male,Chinese,37.0,China,Cook,Yes,Yes,,Aisa,workers
43353,31776_4449715-00681,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43360,31776_4449715-00681,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
43363,31776_4449715-00682,Male,Chinese,18.0,China,Salesman,Yes,Yes,,Aisa,servant
43364,31776_4449715-00682,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43365,31776_4449715-00682,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant
43366,31776_4449715-00682,Male,Chinese,23.0,China,Salesman,Yes,Yes,,Aisa,servant
43367,31776_4449715-00682,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43368,31776_4449715-00682,Male,Chinese,16.0,China,Salesman,Yes,Yes,No,Aisa,servant
43369,31776_4449715-00682,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant
43370,31776_4449715-00681,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
43371,31776_4449715-00681,Male,Chinese,35.0,China,Salesman,Yes,Yes,,Aisa,servant
43372,31776_4449715-00681,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43380,31776_4449715-00681,Male,Chinese,37.0,China,Servant,Yes,Yes,,Aisa,servant
43381,31776_4449715-00681,Male,Chinese,36.0,China,Servant,Yes,Yes,,Aisa,servant
43382,31776_4449715-00681,Male,Chinese,21.0,China,Servant,Yes,Yes,,Aisa,servant
43384,31776_4449715-00681,Male,Chinese,44.0,China,Salesman,Yes,Yes,,Aisa,servant
43385,31776_4449715-00681,Male,Chinese,58.0,China,Salesman,Yes,Yes,,Aisa,servant
43386,31776_4449715-00681,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant
43388,31776_4449715-00681,Female,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
43389,31776_4449715-00681,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant
43390,31776_4449715-00682,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
43394,31776_4449715-00682,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
43395,31776_4449715-00682,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant
43396,31776_4449715-00682,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
43397,31776_4449715-00682,Male,Chinese,54.0,China,Cook,Yes,Yes,,Aisa,workers
43403,31776_4449715-00682,Male,Chinese,56.0,China,Laborer,Yes,Yes,,Aisa,workers
43404,31776_4449715-00682,Male,Chinese,30.0,China,Barber,Yes,Yes,,Aisa,Proprietor
43405,31776_4449715-00682,Male,Chinese,25.0,China,Barber,Yes,Yes,,Aisa,Proprietor
43406,31776_4449715-00683,Male,Chinese,55.0,China,Cook,Yes,Yes,,Aisa,workers
43407,31776_4449715-00683,Male,Chinese,50.0,China,Cook,Yes,Yes,,Aisa,workers
43408,31776_4449715-00683,Male,Chinese,65.0,China,Laborer,Yes,Yes,,Aisa,workers
43409,31776_4449715-00683,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
43410,31776_4449715-00682,Male,Chinese,58.0,China,Laborer,Yes,Yes,,Aisa,workers
43412,31776_4449715-00682,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
43418,31776_4449715-00682,Male,Chinese,41.0,China,Waiter,Yes,Yes,,Aisa,servant
43419,31776_4449715-00682,Male,Chinese,53.0,China,Laborer,Yes,Yes,,Aisa,workers
43420,31776_4449715-00682,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
43422,31776_4449715-00682,Male,Chinese,63.0,China,Waiter,Yes,Yes,,Aisa,servant
43423,31776_4449715-00682,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
43424,31776_4449715-00682,Male,Chinese,31.0,China,Laborer,Yes,Yes,,Aisa,workers
43426,31776_4449715-00682,Male,Chinese,63.0,China,Salesman,Yes,Yes,,Aisa,servant
43437,31776_4449715-00687,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant
43438,31776_4449715-00687,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant
43439,31776_4449715-00687,Male,Chinese,37.0,China,Cook,Yes,Yes,,Aisa,workers
43442,31776_4449715-00687,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant
43443,31776_4449715-00687,Male,Chinese,40.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
43446,31776_4449715-00687,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers
43447,31776_4449715-00687,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers
43448,31776_4449715-00687,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
43451,31776_4449715-00687,Male,Chinese,42.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
43452,31776_4449715-00687,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
43454,31776_4449715-00687,Male,Chinese,49.0,China,Cook,Yes,Yes,,Aisa,workers
43455,31776_4449715-00686,Male,Chinese,40.0,China,Porter,Yes,Yes,,Aisa,servant
43461,31776_4449715-00687,Male,Chinese,60.0,China,Salesman,Yes,Yes,,Aisa,servant
43462,31776_4449715-00687,Male,Chinese,50.0,China,Salesman,Yes,Yes,,Aisa,servant
43463,31776_4449715-00687,Male,Chinese,57.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
43464,31776_4449715-00687,Male,Chinese,51.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
43469,31776_4449715-00687,Male,Chinese,51.0,China,Laborer,Yes,Yes,,Aisa,workers
43470,31776_4449715-00687,Male,Chinese,45.0,China,Cook,Yes,Yes,,Aisa,workers
43471,31776_4449715-00687,Male,Chinese,46.0,China,Cook,Yes,Yes,,Aisa,workers
43473,31776_4449715-00686,Male,Chinese,35.0,China,Waiter,Yes,Yes,,Aisa,servant
43475,31776_4449715-00687,Male,Chinese,33.0,China,Salesman,Yes,Yes,,Aisa,servant
43496,31776_4449715-00687,Male,Chinese,22.0,China,Salesman,Yes,Yes,,Aisa,servant
43497,31776_4449715-00687,Male,Chinese,24.0,China,Salesman,Yes,Yes,,Aisa,servant
43515,31776_4449715-00686,Male,Chinese,39.0,China,Waiter,Yes,Yes,,Aisa,servant
43516,31776_4449715-00686,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
43517,31776_4449715-00685,Male,Chinese,44.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
43521,31776_4449715-00685,Male,Chinese,37.0,China,Cook,Yes,Yes,,Aisa,workers
43522,31776_4449715-00685,Male,Chinese,38.0,China,Waiter,Yes,Yes,,Aisa,servant
43523,31776_4449715-00685,Male,Chinese,45.0,China,Waiter,Yes,Yes,,Aisa,servant
43525,31776_4449715-00685,Male,Chinese,46.0,China,Waiter,Yes,Yes,,Aisa,servant
43526,31776_4449715-00685,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
43527,31776_4449715-00685,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers
43528,31776_4449715-00685,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
43529,31776_4449715-00685,Male,Chinese,46.0,China,Barber,Yes,Yes,,Aisa,Proprietor
43530,31776_4449715-00685,Male,Chinese,44.0,China,Barber,Yes,Yes,,Aisa,Proprietor
43531,31776_4449715-00685,Male,Chinese,40.0,China,Barber,Yes,Yes,,Aisa,Proprietor
43532,31776_4449715-00685,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant
43533,31776_4449715-00685,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant
43536,31776_4449715-00685,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant
43537,31776_4449715-00685,Male,Chinese,41.0,China,Cook,Yes,Yes,,Aisa,workers
43538,31776_4449715-00685,Male,Chinese,40.0,China,Waiter,Yes,Yes,,Aisa,servant
43539,31776_4449715-00685,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43542,31776_4449715-00685,Male,Chinese,65.0,China,Salesman,Yes,Yes,,Aisa,servant
43543,31776_4449715-00685,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43544,31776_4449715-00685,Male,Chinese,34.0,China,Salesman,Yes,Yes,,Aisa,servant
43551,31776_4449715-00685,Male,Chinese,47.0,China,Cook,Yes,Yes,,Aisa,workers
43552,31776_4449715-00685,Male,Chinese,42.0,China,Cook,Yes,Yes,,Aisa,workers
43553,31776_4449715-00685,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
43554,31776_4449715-00685,Male,Chinese,38.0,China,Salesman,Yes,Yes,,Aisa,servant
43555,31776_4449715-00686,Male,Chinese,44.0,China,Cook,Yes,Yes,,Aisa,workers
43557,31776_4449715-00685,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
43562,31776_4449715-00686,Male,Chinese,40.0,China,Porter,Yes,Yes,,Aisa,servant
43564,31776_4449715-00686,Male,Chinese,41.0,China,Cook,Yes,Yes,,Aisa,workers
43566,31776_4449715-00686,Male,Chinese,44.0,China,Waiter,Yes,Yes,,Aisa,servant
43567,31776_4449715-00686,Male,Chinese,40.0,China,Porter,Yes,Yes,,Aisa,servant
43569,31776_4449715-00686,Male,Chinese,49.0,China,Salesman,Yes,Yes,,Aisa,servant
43570,31776_4449715-00686,Male,Chinese,46.0,China,Salesman,Yes,Yes,,Aisa,servant
43571,31776_4449715-00686,Male,Chinese,48.0,China,Salesman,Yes,Yes,,Aisa,servant
43572,31776_4449715-00686,Male,Chinese,47.0,China,Salesman,Yes,Yes,,Aisa,servant
43573,31776_4449715-00686,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
43574,31776_4449715-00686,Male,Chinese,45.0,China,Waiter,Yes,Yes,,Aisa,servant
43575,31776_4449715-00686,Male,Chinese,41.0,China,Salesman,Yes,Yes,,Aisa,servant
43576,31776_4449715-00686,Male,Chinese,39.0,China,Salesman,Yes,Yes,,Aisa,servant
43577,31776_4449715-00686,Male,Chinese,36.0,China,Salesman,Yes,Yes,,Aisa,servant
43578,31776_4449715-00685,Male,Chinese,36.0,China,Waiter,Yes,Yes,,Aisa,servant
43579,31776_4449715-00685,Male,Chinese,34.0,China,Waiter,Yes,Yes,,Aisa,servant
43589,31776_4449715-00686,Male,Chinese,40.0,China,Salesman,Yes,Yes,,Aisa,servant
43590,31776_4449715-00686,Male,Chinese,19.0,China,Tailor,Yes,Yes,No,Aisa,Proprietor
43591,31776_4449715-00686,Male,Chinese,37.0,China,Salesman,Yes,Yes,,Aisa,servant
43592,31776_4449715-00686,Male,Chinese,45.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
43593,31776_4449715-00686,Male,Chinese,35.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
43594,31776_4449715-00686,Male,Chinese,42.0,China,Salesman,Yes,Yes,,Aisa,servant
43595,31776_4449715-00685,Male,Chinese,43.0,China,Salesman,Yes,Yes,,Aisa,servant
43725,31776_4449715-00641,Male,White,44.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
44153,31776_4449715-00639,Male,White,60.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
44156,31776_4449715-00639,Male,White,35.0,Canada,Painter,Yes,Yes,,NorthAmerica,artist
44428,31776_4449715-00662,Male,Chinese,38.0,China,Bookkeeper,Yes,Yes,,Aisa,paperworker
44468,31776_4449715-00663,Male,Chinese,36.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
44469,31776_4449715-00663,Female,Chinese,25.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
44478,31776_4449715-00663,Male,Chinese,38.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
44483,31776_4449715-00663,Male,Chinese,35.0,China,Cigar Maker,Yes,Yes,,Aisa,Proprietor
44567,31776_4449715-00661,Male,Chinese,44.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
46084,31776_4449715-00503,Male,White,36.0,Canada,Laborer,Yes,Yes,,NorthAmerica,workers
46207,31776_4449715-00695,Male,Chinese,30.0,China,Salesman,Yes,Yes,,Aisa,servant
46313,31776_4449715-00482,Female,White,28.0,Mexico,Servant,Yes,Yes,,SouthAmerica,servant
47852,31776_4449715-00529,Male,White,31.0,China,Laborer,Yes,Yes,,Aisa,workers
47853,31776_4449715-00529,Male,White,29.0,China,Laborer,Yes,Yes,,Aisa,workers
47872,31776_4449715-00528,Male,White,33.0,China,Cook,Yes,Yes,,Aisa,workers
47929,31776_4449715-00528,Male,White,22.0,China,Cook,Yes,Yes,,Aisa,workers
48038,31776_4449715-00516,Female,White,27.0,Canada,Operator,Yes,Yes,No,NorthAmerica,workers
48039,31776_4449715-00516,Male,White,25.0,Canada,Driver,Yes,Yes,No,NorthAmerica,servant
48713,31776_4449715-00529,Male,White,18.0,Canada,Clerk,Yes,Yes,No,NorthAmerica,paperworker
50097,31776_4449715-00889,Male,Chinese,32.0,China,Cook,No,No,,Aisa,workers
50098,31776_4449715-00889,Male,Chinese,48.0,China,Waiter,Yes,Yes,,Aisa,servant
53281,31776_4449715-00899,Male,Chinese,32.0,China,Salesman,Yes,Yes,,Aisa,servant
53640,31776_4449715-00919,Male,Chinese,35.0,China,Bookkeeper,Yes,Yes,,Aisa,paperworker
54724,31776_4449715-00727,Male,White,33.0,Canada,Machinist,Yes,Yes,,NorthAmerica,engineer
54966,31776_4449715-00752,Male,Chinese,36.0,China,Laborer,Yes,Yes,,Aisa,workers
54968,31776_4449715-00752,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
54969,31776_4449715-00752,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
54970,31776_4449715-00752,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
54971,31776_4449715-00752,Male,Chinese,45.0,China,Tailor,Yes,Yes,,Aisa,Proprietor
54972,31776_4449715-00752,Male,Chinese,46.0,China,Proprietor,Yes,Yes,,Aisa,Proprietor
54973,31776_4449715-00752,Male,Chinese,60.0,China,Laborer,Yes,Yes,,Aisa,workers
54974,31776_4449715-00752,Male,Chinese,43.0,China,Waiter,Yes,Yes,,Aisa,servant
54979,31776_4449715-00753,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
54980,31776_4449715-00753,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
54981,31776_4449715-00753,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
54983,31776_4449715-00753,Male,Chinese,46.0,China,Laborer,Yes,Yes,,Aisa,workers
54984,31776_4449715-00752,Male,Chinese,54.0,China,Laborer,Yes,Yes,,Aisa,workers
54985,31776_4449715-00752,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
54986,31776_4449715-00752,Male,Chinese,32.0,China,Waiter,Yes,Yes,,Aisa,servant
54987,31776_4449715-00752,Male,Chinese,54.0,China,Laborer,Yes,Yes,,Aisa,workers
54988,31776_4449715-00752,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
54989,31776_4449715-00752,Male,Chinese,53.0,China,Laborer,Yes,Yes,,Aisa,workers
54990,31776_4449715-00752,Male,Chinese,33.0,China,Laborer,Yes,Yes,,Aisa,workers
54991,31776_4449715-00752,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers
54994,31776_4449715-00752,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
54995,31776_4449715-00752,Male,Chinese,31.0,China,Laborer,Yes,Yes,,Aisa,workers
54996,31776_4449715-00752,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
54997,31776_4449715-00752,Male,Chinese,44.0,China,Laborer,Yes,Yes,,Aisa,workers
54998,31776_4449715-00752,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
54999,31776_4449715-00752,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
55000,31776_4449715-00752,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
55001,31776_4449715-00752,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
55002,31776_4449715-00752,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
55003,31776_4449715-00753,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
55006,31776_4449715-00753,Male,Chinese,21.0,China,Operator,Yes,Yes,,Aisa,workers
55011,31776_4449715-00753,Male,Chinese,65.0,China,Laborer,Yes,Yes,,Aisa,workers
55013,31776_4449715-00753,Male,Chinese,47.0,China,Operator,Yes,Yes,,Aisa,workers
55016,31776_4449715-00753,Male,Chinese,44.0,China,Clerk,Yes,Yes,,Aisa,paperworker
55017,31776_4449715-00753,Male,Chinese,56.0,China,Laborer,Yes,Yes,,Aisa,workers
55018,31776_4449715-00753,Male,Chinese,51.0,China,Laborer,Yes,Yes,,Aisa,workers
55020,31776_4449715-00753,Male,Chinese,36.0,China,Laborer,Yes,Yes,,Aisa,workers
55021,31776_4449715-00753,Male,Chinese,49.0,China,Laborer,Yes,Yes,,Aisa,workers
55022,31776_4449715-00753,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
55023,31776_4449715-00753,Male,Chinese,20.0,China,Operator,Yes,Yes,,Aisa,workers
55024,31776_4449715-00753,Male,Chinese,28.0,China,Clerk,Yes,Yes,,Aisa,paperworker
55028,31776_4449715-00753,Male,Chinese,27.0,China,Laborer,Yes,Yes,,Aisa,workers
55029,31776_4449715-00753,Male,Chinese,52.0,China,Laborer,Yes,Yes,,Aisa,workers
55030,31776_4449715-00753,Male,Chinese,30.0,China,Laborer,Yes,Yes,,Aisa,workers
55031,31776_4449715-00753,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
55032,31776_4449715-00753,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
55033,31776_4449715-00753,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
55034,31776_4449715-00753,Male,Chinese,58.0,China,Laborer,Yes,Yes,,Aisa,workers
55035,31776_4449715-00753,Male,Chinese,61.0,China,Laborer,Yes,Yes,,Aisa,workers
55036,31776_4449715-00753,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
55037,31776_4449715-00753,Male,Chinese,48.0,China,Laborer,Yes,Yes,,Aisa,workers
55038,31776_4449715-00753,Male,Chinese,62.0,China,Laborer,Yes,Yes,,Aisa,workers
55042,31776_4449715-00753,Male,Chinese,23.0,China,Laborer,Yes,Yes,,Aisa,workers
55043,31776_4449715-00752,Male,Chinese,44.0,China,Waiter,Yes,Yes,,Aisa,servant
55044,31776_4449715-00752,Male,Chinese,60.0,China,Laborer,Yes,Yes,,Aisa,workers
55045,31776_4449715-00752,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
55046,31776_4449715-00752,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
55049,31776_4449715-00751,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
55050,31776_4449715-00751,Male,Chinese,50.0,China,Barber,Yes,Yes,,Aisa,Proprietor
55051,31776_4449715-00751,Male,Chinese,28.0,China,Laborer,Yes,Yes,,Aisa,workers
55055,31776_4449715-00751,Male,Chinese,30.0,China,Laborer,Yes,Yes,,Aisa,workers
55056,31776_4449715-00751,Male,Chinese,47.0,China,Laborer,Yes,Yes,,Aisa,workers
55058,31776_4449715-00751,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers
55059,31776_4449715-00751,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
55060,31776_4449715-00751,Male,Chinese,43.0,China,Laborer,Yes,Yes,,Aisa,workers
55061,31776_4449715-00751,Male,Chinese,42.0,China,Laborer,Yes,Yes,,Aisa,workers
55062,31776_4449715-00751,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
55063,31776_4449715-00751,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
55082,31776_4449715-00751,Male,Chinese,33.0,China,Waiter,Yes,Yes,,Aisa,servant
55084,31776_4449715-00751,Male,Chinese,39.0,China,Laborer,Yes,Yes,,Aisa,workers
55086,31776_4449715-00751,Male,Chinese,37.0,China,Laborer,Yes,Yes,,Aisa,workers
55088,31776_4449715-00751,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
55089,31776_4449715-00751,Male,Chinese,45.0,China,Laborer,Yes,Yes,,Aisa,workers
55090,31776_4449715-00752,Male,Chinese,38.0,China,Laborer,Yes,Yes,,Aisa,workers
55091,31776_4449715-00752,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
55093,31776_4449715-00752,Male,Chinese,67.0,China,Laborer,Yes,Yes,,Aisa,workers
55094,31776_4449715-00752,Male,Chinese,62.0,China,Laborer,Yes,Yes,,Aisa,workers
55095,31776_4449715-00751,Male,Chinese,35.0,China,Laborer,Yes,Yes,,Aisa,workers
55096,31776_4449715-00752,Male,Chinese,60.0,China,Laborer,Yes,Yes,,Aisa,workers
55097,31776_4449715-00752,Male,Chinese,34.0,China,Laborer,Yes,Yes,,Aisa,workers
55098,31776_4449715-00752,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
55099,31776_4449715-00752,Male,Chinese,51.0,China,Laborer,Yes,Yes,,Aisa,workers
55100,31776_4449715-00752,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
55101,31776_4449715-00752,Male,Chinese,41.0,China,Laborer,Yes,Yes,,Aisa,workers
55102,31776_4449715-00752,Male,Chinese,53.0,China,Laborer,Yes,Yes,,Aisa,workers
55103,31776_4449715-00752,Male,Chinese,30.0,China,Laborer,Yes,Yes,,Aisa,workers
55104,31776_4449715-00752,Male,Chinese,56.0,China,Laborer,Yes,Yes,,Aisa,workers
55105,31776_4449715-00751,Male,Chinese,50.0,China,Laborer,Yes,Yes,,Aisa,workers
55106,31776_4449715-00751,Male,Chinese,56.0,China,Carpenter,Yes,Yes,,Aisa,Proprietor
55107,31776_4449715-00751,Male,Chinese,40.0,China,Laborer,Yes,Yes,,Aisa,workers
